,Gender,Age,Debt,YearsEmployed,PriorDefault,Employed,DriversLicense,Citizen,ZipCode,Approved,Income,CreditScore,Married,BankCustomer,Job,Ethnicity
1702,0,21.31,1.988,2.034,1,0,1,ByBirth,100,1,0,0,1,1,5,Black
1703,1,26.91,0.0,2.376,1,1,1,ByBirth,70,1,27,4,1,1,2,White
1704,1,23.56,15.368,0.0,1,1,1,ByBirth,380,1,170,0,0,1,7,White
1705,1,20.14,0.706,2.325,1,1,0,Temporary,80,1,3665,0,1,1,2,White
1706,0,48.43,1.25,1.797,1,1,1,ByBirth,240,1,4437,0,0,1,6,Other
1707,1,53.33,0.0,0.269,1,0,0,ByBirth,431,1,41,8,0,1,3,White
1708,0,26.06,0.0,3.44,1,1,1,ByBirth,303,1,3410,1,1,1,13,Black
1709,1,72.07,1.313,2.428,0,0,0,ByBirth,500,1,2394,3,1,1,0,Black
1710,1,42.67,4.908,0.334,1,1,0,ByBirth,216,1,86,0,1,0,2,White
1711,1,13.75,3.163,1.923,1,1,1,ByBirth,280,1,0,5,1,1,4,White
1712,1,32.09,0.0,0.017,1,0,0,ByBirth,164,1,3376,1,1,1,7,Asian
1713,1,35.64,6.544,0.408,1,1,0,ByBirth,156,1,30,0,1,1,7,Black
1714,0,37.12,0.04,1.195,1,1,0,ByBirth,360,1,0,0,1,1,8,Asian
1715,1,43.18,1.485,8.574,1,1,1,ByBirth,32,1,122,0,1,0,7,Latino
1716,0,20.89,1.788,0.0,0,1,0,ByBirth,120,1,34,0,1,1,9,White
1717,1,26.81,5.345,10.643,1,1,1,ByBirth,32,1,1554,0,1,1,4,White
1718,0,20.85,5.306,1.742,1,0,1,ByBirth,49,1,0,10,1,1,10,White
1719,1,18.21,2.846,7.809,1,1,0,ByBirth,375,1,1019,0,1,1,9,White
1720,0,30.7,3.089,3.142,1,1,0,ByBirth,120,1,0,5,0,1,7,Asian
1721,0,32.6,2.46,0.0,1,1,1,ByBirth,450,1,467,0,0,1,0,White
1722,0,50.59,4.356,3.443,1,1,1,ByBirth,0,1,0,3,0,1,3,Latino
1723,0,47.38,1.697,21.233,1,1,1,ByBirth,303,1,92,0,0,1,8,White
1724,0,20.76,2.191,2.122,0,1,0,ByBirth,333,1,215,3,1,1,8,White
1725,1,32.56,8.332,2.189,1,1,0,ByBirth,80,1,5000,0,1,1,5,White
1726,1,30.4,1.331,1.205,0,1,1,ByBirth,160,1,0,8,1,1,7,Black
1727,1,13.75,1.21,0.693,0,1,1,ByBirth,120,1,5000,0,1,1,3,White
1728,1,27.2,3.369,11.058,1,1,0,ByBirth,320,1,1049,13,1,1,7,White
1729,1,20.45,0.0,0.0,1,1,1,ByBirth,110,1,0,2,1,0,8,Black
1730,0,22.35,0.0,0.0,0,1,0,ByBirth,333,1,0,0,1,1,2,White
1731,1,19.01,0.0,0.962,0,1,0,Temporary,80,1,0,9,0,0,7,White
1732,0,27.29,18.841,23.126,1,1,1,ByBirth,195,1,0,0,1,1,9,Black
1733,1,20.83,1.097,3.349,1,1,0,ByBirth,375,1,0,2,1,1,13,White
1734,0,36.4,0.638,5.999,1,1,1,ByBirth,240,1,329,0,1,1,13,Other
1735,0,73.71,1.102,0.0,1,0,1,ByBirth,280,1,0,0,1,0,8,White
1736,0,14.43,6.677,1.403,1,0,1,ByBirth,80,1,0,0,1,1,4,White
1737,1,40.17,8.992,0.0,0,1,1,ByBirth,232,1,507,0,1,1,13,White
1738,1,64.0,0.0,1.693,1,1,0,ByBirth,410,1,0,0,1,1,4,Asian
1739,0,29.75,0.0,0.0,1,1,1,ByBirth,0,1,1272,0,1,1,13,White
1740,1,16.82,5.314,2.099,1,1,1,ByBirth,0,1,0,6,1,1,4,White
1741,0,43.95,3.933,6.944,1,1,1,ByBirth,352,1,1358,0,1,1,8,White
1742,1,72.83,0.0,4.386,1,1,1,ByBirth,120,1,0,1,1,1,0,Other
1743,0,55.81,0.0,4.38,1,1,0,ByBirth,232,1,0,11,0,1,9,White
1744,1,37.77,0.283,0.0,1,0,0,ByBirth,0,1,582,9,1,1,5,White
1745,1,38.8,3.768,14.033,1,1,0,ByBirth,80,1,1528,0,0,1,8,Black
1746,0,24.49,9.157,3.304,0,1,0,ByBirth,80,1,423,0,1,0,3,White
1747,1,44.17,0.0,1.781,1,1,1,ByBirth,108,1,403,8,1,1,13,White
1748,1,48.25,0.0,1.638,1,1,1,ByBirth,393,1,2792,1,0,1,0,White
1749,1,26.95,0.0,3.263,1,0,1,ByBirth,120,1,1549,0,1,1,7,Black
1750,1,51.38,0.132,27.128,1,0,1,ByBirth,280,1,0,2,0,1,3,White
1751,1,26.32,0.0,3.353,0,1,0,ByBirth,80,1,4063,4,1,1,9,White
1752,0,24.57,0.0,0.0,0,1,0,ByBirth,70,1,4899,2,1,1,4,Latino
1753,0,53.77,2.751,1.074,1,1,0,ByBirth,450,1,5000,0,0,1,13,White
1754,1,25.07,1.298,0.241,1,1,1,ByBirth,0,1,0,1,1,1,9,Black
1755,1,13.75,2.095,2.962,1,1,1,ByBirth,300,1,0,0,1,0,8,White
1756,1,13.75,4.241,1.421,0,1,1,ByBirth,349,1,3579,0,1,1,10,White
1757,1,57.21,2.67,9.413,1,0,0,ByBirth,120,1,5000,0,0,1,0,Black
1758,0,17.45,2.804,3.615,1,1,1,ByBirth,0,1,0,0,1,1,9,Other
1759,0,24.94,2.471,0.0,1,0,0,ByBirth,431,1,0,5,1,1,4,White
1760,1,21.88,0.121,2.664,0,1,0,ByBirth,0,1,108,9,1,1,7,Latino
1761,0,31.05,1.801,0.768,1,1,0,ByBirth,220,1,0,0,1,1,4,White
1762,1,51.69,0.478,3.714,1,1,1,ByBirth,450,1,0,0,0,0,4,Black
1763,1,28.68,0.981,0.0,1,1,0,ByBirth,0,1,0,1,1,1,9,Black
1764,0,26.05,3.669,11.828,1,1,1,ByBirth,350,1,1115,7,0,1,9,Black
1765,0,55.97,1.873,2.561,1,1,0,ByBirth,21,1,4287,0,1,0,5,Asian
1766,0,30.22,0.561,5.65,1,1,1,ByBirth,144,1,2742,1,0,0,9,Asian
1767,0,13.76,1.839,7.123,1,1,0,ByBirth,128,1,3776,0,1,1,3,White
1768,0,52.17,15.295,0.992,1,0,1,ByBirth,0,1,1501,0,1,0,3,Asian
1769,1,19.02,0.0,2.916,1,0,1,ByBirth,300,1,237,0,1,1,9,White
1770,1,29.9,7.329,0.851,0,1,1,ByBirth,0,1,452,0,1,1,9,White
1771,1,20.75,4.503,0.139,1,1,0,ByOtherMeans,70,1,19,5,1,0,4,Black
1772,0,30.19,1.507,1.737,1,1,1,ByOtherMeans,440,1,48,2,1,1,8,White
1773,1,17.22,0.84,6.817,1,1,0,ByBirth,80,1,2963,0,1,1,3,White
1774,1,72.0,0.394,0.08,1,0,0,ByBirth,32,1,128,0,1,0,8,White
1775,1,13.78,0.0,1.677,1,0,0,ByBirth,340,1,5000,11,1,1,10,White
1776,1,22.88,3.173,0.351,1,1,1,ByBirth,160,1,1,0,1,1,13,White
1777,1,29.76,0.0,2.018,1,0,0,ByBirth,160,1,0,0,1,1,4,White
1778,0,38.49,3.863,7.227,1,1,1,ByBirth,140,1,439,8,1,1,6,White
1779,1,18.2,8.861,0.402,0,1,1,ByBirth,40,1,0,4,0,1,7,White
1780,1,22.81,0.686,0.117,1,1,0,ByBirth,100,1,0,7,0,1,9,Latino
1781,1,16.43,0.778,0.51,1,1,1,ByBirth,520,1,1720,16,0,1,9,Black
1782,0,71.62,4.132,6.634,1,1,0,ByBirth,583,1,0,0,1,0,9,White
1783,1,36.34,1.38,1.492,1,0,1,ByOtherMeans,330,1,1151,0,1,1,7,Black
1784,0,24.62,0.0,0.831,1,1,0,ByBirth,450,1,183,1,1,1,4,Black
1785,1,64.86,2.38,7.574,1,0,0,ByBirth,300,1,2424,0,1,0,6,White
1786,1,24.34,1.954,1.751,1,1,1,ByBirth,80,1,2967,0,1,1,2,Other
1787,0,20.48,0.0,20.122,1,1,1,ByBirth,510,1,1787,0,1,0,4,Other
1788,1,32.03,0.0,0.689,1,1,0,ByBirth,330,1,4230,3,1,1,7,Other
1789,1,57.8,10.555,10.975,1,1,1,ByBirth,0,1,2865,3,1,1,9,White
1790,0,30.44,2.491,0.181,1,1,1,ByBirth,290,1,4389,1,0,0,6,White
1791,1,23.11,0.0,0.0,0,0,1,ByBirth,396,1,4879,0,1,0,5,White
1792,1,28.08,8.552,1.158,1,0,1,ByBirth,225,1,5000,0,1,1,9,White
1793,1,48.44,9.631,0.363,0,0,0,ByBirth,216,1,2259,5,0,1,9,White
1794,1,24.07,0.0,1.17,1,1,0,ByBirth,49,1,1718,0,1,0,2,Black
1795,1,18.79,0.715,0.0,1,1,0,ByBirth,0,1,0,0,1,1,4,Latino
1796,1,25.8,1.03,6.568,1,1,1,ByBirth,440,1,1698,2,0,1,5,Latino
1797,1,34.37,0.0,1.011,0,1,1,ByBirth,0,1,704,1,1,1,4,Black
1798,1,48.13,0.0,2.868,1,0,1,ByBirth,0,1,5000,0,1,1,9,White
1799,1,55.31,0.0,3.204,1,1,0,ByBirth,232,1,0,19,1,1,8,White
1800,1,26.92,0.0,2.386,1,1,0,ByBirth,200,1,1508,12,1,1,4,White
1801,0,22.7,4.138,0.0,0,1,0,ByBirth,470,1,882,6,1,1,9,Latino
1802,1,34.6,0.0,0.548,1,1,1,ByBirth,0,1,1440,0,1,1,9,White
1803,1,57.59,3.213,1.105,0,0,1,ByBirth,80,1,516,0,1,1,4,White
1804,0,31.77,3.893,0.329,1,1,0,ByBirth,88,1,765,0,1,1,4,White
1805,0,31.54,0.0,1.854,1,1,0,ByBirth,0,1,10,0,1,1,8,White
1806,0,34.07,1.109,2.26,1,1,1,ByOtherMeans,121,1,404,0,0,0,4,Asian
1807,1,37.53,6.071,2.529,1,1,1,ByBirth,96,1,223,0,1,1,3,White
1808,1,67.88,3.203,4.637,1,1,0,ByBirth,360,1,0,0,1,1,7,Black
1809,1,39.41,0.0,24.047,1,1,1,ByBirth,0,1,5000,0,1,1,9,White
1810,1,58.41,2.204,3.192,1,1,0,ByBirth,110,1,0,0,0,0,5,White
1811,1,19.22,0.0,5.927,1,1,0,ByBirth,100,1,8,0,1,1,3,Latino
1812,0,39.43,8.495,0.0,1,1,0,ByBirth,80,1,3221,1,1,1,1,Other
1813,1,13.75,1.555,0.0,1,1,0,ByBirth,420,1,1076,1,0,1,2,White
1814,1,30.83,6.966,2.742,1,1,1,ByBirth,195,1,1003,0,1,1,9,White
1815,1,20.17,4.202,2.999,1,1,1,ByBirth,80,1,0,0,0,1,4,White
1816,1,13.75,2.096,1.55,1,1,0,ByBirth,220,1,753,0,1,1,0,White
1817,1,50.97,0.339,0.0,1,1,0,ByBirth,88,1,0,4,1,1,7,White
1818,1,23.5,16.699,0.0,1,1,0,ByBirth,80,1,787,0,1,1,9,White
1819,0,47.19,11.926,0.0,1,1,1,ByBirth,0,1,1106,1,0,1,4,Black
1820,0,58.36,3.196,1.739,1,0,0,ByBirth,80,1,2136,0,1,1,2,White
1821,1,27.94,4.43,5.639,1,1,0,ByOtherMeans,300,1,0,0,0,1,8,White
1822,0,46.54,1.918,3.349,1,0,1,ByBirth,434,1,0,13,1,0,9,Latino
1823,1,40.91,5.181,3.11,1,1,0,ByBirth,400,1,568,0,1,1,13,White
1824,1,18.92,9.448,17.569,1,0,1,ByBirth,88,1,0,13,1,1,7,White
1825,1,13.75,0.0,8.884,1,1,0,ByBirth,0,1,0,9,1,1,8,Asian
1826,0,13.75,2.943,0.0,1,1,0,ByBirth,0,1,3893,12,1,0,7,White
1827,1,46.96,1.659,0.986,1,1,1,ByOtherMeans,228,1,0,0,0,1,5,White
1828,1,13.75,1.366,6.971,0,1,1,ByBirth,0,1,0,12,0,1,7,White
1829,1,13.75,3.481,1.697,1,1,1,ByBirth,300,1,0,1,1,1,4,Black
1830,1,17.66,5.349,12.335,1,0,0,ByBirth,0,1,4059,0,0,1,8,White
1831,1,29.46,1.153,2.572,1,1,1,ByBirth,410,1,0,0,0,1,7,Black
1832,1,21.64,0.0,0.0,1,1,0,ByBirth,380,1,753,16,1,1,2,White
1833,1,29.2,0.0,2.078,1,1,1,Temporary,211,1,4124,4,1,1,1,White
1834,1,25.18,0.0,0.0,0,1,0,ByBirth,160,1,536,0,1,1,6,White
1835,1,21.61,0.0,4.453,1,1,0,ByBirth,120,1,142,0,1,1,4,Black
1836,0,27.23,1.326,3.196,1,1,0,ByBirth,80,1,342,0,1,1,7,Asian
1837,0,15.97,1.882,0.0,0,1,0,ByBirth,100,1,0,1,0,1,2,Black
1838,1,28.26,17.616,5.62,1,1,1,ByBirth,370,1,1643,0,0,1,13,Black
1839,1,25.13,0.0,0.264,1,1,0,ByBirth,290,1,1220,9,0,1,3,White
1840,1,13.75,0.0,2.17,1,1,0,ByBirth,70,1,0,0,1,1,7,White
1841,1,16.54,20.397,0.052,1,1,0,ByBirth,360,1,0,0,1,1,4,White
1842,1,29.71,0.0,0.759,1,0,1,ByBirth,202,1,161,0,1,1,1,White
1843,1,17.06,2.545,5.227,1,1,1,ByBirth,20,1,0,14,1,1,4,White
1844,1,23.63,0.0,2.423,1,1,0,ByBirth,0,1,1596,0,1,1,8,White
1845,1,26.34,0.0,1.893,1,1,0,ByBirth,100,1,568,0,1,1,0,White
1846,1,14.63,3.313,0.814,1,1,1,ByBirth,100,1,31,0,1,1,9,Latino
1847,1,19.76,1.169,4.199,1,0,1,ByBirth,232,1,107,0,1,1,9,Black
1848,1,13.75,4.555,1.787,0,1,1,ByOtherMeans,400,1,426,0,1,1,3,White
1849,0,13.75,6.636,2.705,0,1,1,ByBirth,70,1,1848,0,1,1,3,White
1850,0,34.42,4.119,27.606,1,1,0,ByBirth,0,1,3063,0,1,0,9,White
1851,1,40.82,0.695,6.119,1,1,1,ByBirth,164,1,579,0,1,1,4,White
1852,1,52.91,4.254,3.053,1,1,0,ByBirth,80,1,633,3,1,0,9,White
1853,1,55.47,2.548,2.177,1,1,0,ByBirth,120,1,78,0,1,0,7,Black
1854,1,28.78,13.025,1.622,1,1,1,ByBirth,102,1,2299,4,0,0,6,Black
1855,0,18.02,6.344,2.384,1,1,0,ByBirth,0,1,1061,0,1,1,0,Black
1856,1,18.81,0.058,12.144,0,1,0,ByBirth,500,1,2463,10,1,1,4,White
1857,1,39.82,1.449,1.28,1,0,1,ByOtherMeans,500,1,0,0,0,1,6,Black
1858,1,37.51,8.687,1.574,1,0,0,ByBirth,260,1,465,0,1,1,9,Asian
1859,1,26.36,12.587,4.307,1,1,0,ByBirth,160,1,157,1,0,0,10,White
1860,0,45.72,3.864,9.199,1,1,0,ByOtherMeans,230,1,3144,0,1,1,8,Other
1861,0,37.42,0.826,14.503,1,0,1,ByBirth,240,1,2497,1,1,0,1,White
1862,1,49.27,1.494,2.574,1,1,0,ByBirth,330,1,2185,2,1,1,10,White
1863,1,36.04,0.0,3.829,1,0,0,ByBirth,395,1,0,18,0,1,9,White
1864,1,52.69,3.563,2.108,1,0,0,ByBirth,228,1,0,7,0,1,3,White
1865,1,39.24,0.64,2.953,1,1,0,ByBirth,320,1,417,16,1,0,8,Asian
1866,0,21.84,0.0,9.998,1,1,0,ByBirth,144,1,35,12,1,1,7,Asian
1867,1,25.89,0.0,2.31,1,0,0,ByBirth,0,1,0,1,1,1,9,White
1868,0,46.19,1.237,3.398,1,1,0,ByBirth,450,1,1871,0,1,1,9,White
1869,1,44.6,0.0,2.676,1,1,0,ByBirth,80,1,14,6,1,1,9,Asian
1870,1,29.62,2.145,4.847,1,1,1,ByBirth,515,1,0,0,0,1,9,Black
1871,1,14.99,0.383,14.807,1,0,1,ByOtherMeans,40,1,0,4,1,0,4,White
1872,1,17.38,2.239,1.616,1,1,1,ByBirth,181,1,0,4,1,0,9,White
1873,1,69.73,0.0,1.457,1,1,0,ByBirth,70,1,72,2,0,0,4,White
1874,1,76.75,7.278,4.601,1,1,1,ByBirth,311,1,835,16,0,1,0,Latino
1875,1,28.04,0.0,1.706,1,0,0,ByBirth,0,1,178,10,1,1,9,White
1876,0,34.07,10.344,6.831,1,0,1,ByBirth,21,1,277,1,1,1,2,Asian
1877,1,13.75,0.07,0.0,1,1,1,ByBirth,330,1,467,7,1,1,3,White
1878,1,43.81,9.248,0.0,1,1,0,ByBirth,0,1,851,5,1,0,2,Black
1879,1,22.43,2.309,1.673,1,1,1,ByBirth,300,1,1494,0,1,1,7,White
1880,0,76.75,1.618,0.0,1,1,0,ByBirth,80,1,37,1,1,1,0,Black
1881,0,41.28,2.132,0.0,1,1,1,ByBirth,80,1,3232,0,0,1,2,Asian
1882,1,25.64,3.524,2.49,1,0,1,ByBirth,0,1,74,0,1,1,13,Latino
1883,1,26.5,0.0,0.162,1,1,0,ByBirth,128,1,921,8,1,1,7,White
1884,1,14.15,5.34,2.136,1,1,0,ByBirth,144,1,1250,6,0,1,4,White
1885,1,13.75,0.0,1.339,1,1,1,ByOtherMeans,73,1,0,3,1,1,11,White
1886,1,55.53,24.766,0.0,1,1,1,ByBirth,80,1,0,0,0,1,4,White
1887,1,23.55,0.0,0.15,1,1,0,ByBirth,80,1,3928,2,1,0,4,White
1888,0,21.42,8.899,0.0,1,1,0,ByBirth,80,1,905,12,1,1,3,Black
1889,1,13.75,4.334,4.438,1,1,1,ByBirth,144,1,0,1,1,1,5,Other
1890,1,52.58,0.143,0.0,1,1,0,ByBirth,156,1,9,0,1,0,4,White
1891,1,25.65,9.0,1.774,1,0,0,ByBirth,239,1,5000,0,0,0,1,Other
1892,1,16.07,2.016,0.0,0,1,1,ByBirth,120,1,1239,5,1,1,2,White
1893,1,22.89,1.636,1.69,1,1,0,ByBirth,380,1,413,1,1,1,2,White
1894,0,76.75,1.758,3.499,1,1,1,ByBirth,80,1,0,0,0,1,2,Black
1895,1,35.93,0.0,0.0,1,1,1,ByBirth,164,1,572,7,1,1,8,Asian
1896,1,50.52,3.113,6.97,1,0,0,ByBirth,375,1,0,10,1,1,4,White
1897,1,35.61,0.0,0.777,1,1,0,ByBirth,395,1,4927,0,1,1,2,White
1898,1,22.76,8.428,0.323,0,1,0,ByBirth,470,1,561,1,1,1,13,White
1899,0,50.95,0.0,6.927,1,0,1,ByOtherMeans,80,1,0,0,0,1,4,Black
1900,0,15.03,2.922,9.475,1,1,1,ByBirth,380,1,952,5,1,1,9,Black
1901,1,21.61,1.932,0.0,1,0,0,ByBirth,195,1,145,10,1,1,1,Black
1902,1,13.75,0.368,5.306,0,1,1,ByBirth,80,1,0,0,0,1,13,White
1903,0,23.27,1.363,1.473,0,1,1,ByBirth,40,1,914,0,1,1,10,Black
1904,1,39.36,1.811,7.538,1,1,0,ByBirth,164,1,0,4,0,1,6,Black
1905,1,24.82,3.655,1.538,1,0,0,ByBirth,0,1,1114,7,0,1,7,Black
1906,1,52.05,5.546,0.618,1,1,0,ByBirth,80,1,389,14,1,1,9,White
1907,1,50.71,0.752,0.0,1,1,0,ByBirth,408,1,164,0,1,1,7,White
1908,1,14.98,7.497,0.062,0,1,1,ByOtherMeans,60,1,503,0,0,0,7,White
1909,0,29.34,11.609,0.0,1,0,1,ByOtherMeans,120,1,2033,0,1,1,10,White
1910,0,59.55,0.0,0.0,0,1,1,ByBirth,80,1,3612,0,1,1,13,White
1911,1,31.16,0.0,1.425,1,0,1,ByBirth,340,1,0,0,1,1,13,White
1912,1,27.1,0.143,0.999,1,0,0,ByBirth,120,1,251,0,0,1,9,White
1913,1,39.47,0.0,19.555,1,1,0,ByBirth,80,1,0,3,1,1,13,Black
1914,1,20.47,2.209,0.355,1,1,0,ByBirth,140,1,304,10,1,1,7,Asian
1915,1,49.6,0.568,2.886,1,1,0,ByBirth,80,1,3607,0,1,1,4,Latino
1916,1,21.56,6.077,0.0,1,1,1,ByBirth,117,1,124,2,1,1,6,White
1917,0,13.75,12.308,0.0,1,1,1,ByOtherMeans,181,1,0,0,0,1,10,White
1918,1,19.7,4.558,0.0,1,1,0,ByBirth,30,1,856,2,0,0,10,Black
1919,1,20.25,0.0,0.547,1,1,0,ByBirth,0,1,986,0,1,1,11,White
1920,1,30.58,1.404,9.367,1,1,0,ByBirth,280,1,0,0,1,1,8,White
1921,0,31.86,1.179,2.856,1,1,1,ByBirth,100,1,331,0,1,1,7,White
1922,1,13.75,0.0,10.152,1,1,0,ByBirth,320,1,0,12,1,1,10,White
1923,1,13.87,1.414,7.119,0,1,1,ByBirth,225,1,2060,10,1,1,13,White
1924,0,49.22,0.037,2.915,1,1,1,ByBirth,395,1,1581,11,0,1,2,White
1925,0,30.95,0.839,1.889,1,1,1,ByBirth,80,1,0,12,1,1,4,White
1926,1,71.53,0.0,9.817,1,1,1,ByBirth,80,1,517,13,1,1,1,Other
1927,1,30.26,0.0,4.833,1,1,0,ByBirth,0,1,1546,8,1,1,4,White
1928,1,43.39,1.367,10.013,1,0,0,ByBirth,360,1,0,0,1,0,7,Black
1929,1,33.43,1.208,1.825,1,0,0,ByBirth,121,1,0,12,1,1,7,Latino
1930,0,70.91,0.0,2.153,1,1,0,ByBirth,450,1,0,6,1,1,5,Black
1931,1,30.96,1.613,2.562,1,1,0,ByBirth,408,1,3239,17,1,1,9,White
1932,0,30.65,0.428,0.742,1,0,0,ByBirth,303,1,5000,8,0,1,6,White
1933,1,36.05,3.385,0.0,1,0,0,ByBirth,300,1,1967,5,1,1,0,Asian
1934,1,24.87,2.711,10.803,1,1,1,ByBirth,80,1,4518,9,1,1,4,White
1935,1,39.14,3.319,2.643,1,1,0,ByBirth,290,1,0,2,0,1,8,Black
1936,1,29.86,0.0,4.204,1,0,0,ByBirth,0,1,387,8,1,1,4,White
1937,0,36.73,5.624,1.291,1,0,1,ByBirth,56,1,276,4,1,1,7,Black
1938,1,13.75,0.0,3.918,1,0,0,ByBirth,0,1,379,0,1,1,5,White
1939,0,38.38,13.592,0.832,1,1,0,Temporary,260,1,3580,0,1,1,11,White
1940,0,62.68,0.0,0.865,1,1,1,ByBirth,160,1,1639,0,1,1,0,Black
1941,0,18.35,0.534,10.25,1,1,1,ByBirth,0,1,606,12,0,1,0,Black
1942,1,15.97,9.635,0.0,0,1,0,ByBirth,100,1,270,3,1,1,4,White
1943,1,19.68,2.029,0.0,0,1,1,ByBirth,181,1,2013,0,1,1,6,White
1944,0,22.0,0.0,0.64,1,1,1,ByBirth,0,1,1703,13,0,1,8,White
1945,1,59.43,3.126,10.984,1,1,1,ByBirth,204,1,142,16,1,1,4,Other
1946,0,46.79,1.029,3.933,1,1,0,ByBirth,181,1,0,0,1,1,1,White
1947,1,17.63,0.0,0.0,1,0,0,ByBirth,515,1,1116,2,1,1,13,Black
1948,0,23.47,0.0,15.868,1,0,0,ByBirth,40,1,2091,0,1,1,9,Black
1949,1,26.74,0.0,18.609,1,1,0,ByBirth,0,1,0,4,0,1,3,Black
1950,1,17.38,0.0,0.0,1,1,1,ByBirth,70,1,656,0,1,1,7,Black
1951,0,31.97,6.318,3.242,1,1,1,ByBirth,150,1,263,0,1,1,6,Black
1952,1,27.15,7.127,11.819,1,1,0,ByBirth,232,1,0,0,1,1,4,White
1953,0,23.42,0.0,0.0,0,0,0,ByBirth,100,1,0,0,1,0,3,White
1954,1,16.96,0.0,2.465,1,1,1,ByBirth,0,1,213,2,1,1,9,Black
1955,0,13.75,15.545,3.995,1,0,1,ByBirth,0,1,0,0,1,1,1,White
1956,1,42.56,0.629,2.424,0,1,0,Temporary,349,1,0,3,0,1,2,Black
1957,0,18.28,0.0,2.724,1,0,1,ByBirth,80,1,107,3,1,1,9,White
1958,1,27.57,4.119,1.303,1,1,0,ByBirth,120,1,162,5,1,1,7,White
1959,1,35.89,1.104,2.152,1,1,0,ByBirth,92,1,490,0,1,1,8,White
1960,1,18.09,1.969,1.015,1,1,0,ByBirth,140,1,0,0,1,1,4,White
1961,1,42.48,1.196,0.634,1,1,1,ByBirth,120,1,6,0,1,1,4,White
1962,1,19.65,11.026,0.417,1,1,0,ByBirth,0,1,1707,0,1,1,8,Black
1963,0,21.06,0.0,0.0,1,1,0,ByBirth,117,1,0,1,1,1,8,Asian
1964,0,43.53,1.593,0.775,1,1,1,ByOtherMeans,96,1,2528,2,1,0,0,Black
1965,0,60.96,0.621,2.136,1,1,0,ByBirth,0,1,669,4,1,1,2,White
1966,0,38.71,3.841,3.08,1,0,0,ByBirth,290,1,4864,4,1,1,4,White
1967,0,13.97,6.955,0.631,1,1,1,ByBirth,160,1,1187,0,0,1,2,Black
1968,0,36.22,25.165,21.643,1,0,1,ByBirth,232,1,1235,10,0,1,8,Black
1969,0,18.49,5.84,14.175,1,0,0,ByBirth,0,1,0,1,0,1,7,White
1970,1,70.72,1.571,0.0,1,1,0,ByBirth,432,1,538,7,1,1,4,White
1971,1,13.75,0.301,2.86,1,1,0,ByBirth,102,1,0,7,1,1,2,White
1972,0,36.39,1.441,1.566,1,1,0,ByBirth,80,1,0,0,0,1,6,Asian
1973,1,18.97,0.451,11.648,1,1,0,ByBirth,120,1,0,7,1,1,9,Black
1974,1,73.05,0.0,15.604,1,1,0,ByBirth,140,1,0,1,1,1,13,White
1975,1,13.75,4.22,1.406,1,0,0,ByBirth,0,1,1421,1,1,1,0,White
1976,0,21.71,2.242,0.0,1,0,0,ByBirth,280,1,179,2,1,1,4,Asian
1977,1,50.01,1.361,9.432,1,0,1,ByBirth,280,1,459,0,1,1,6,Other
1978,0,26.58,3.67,1.183,1,1,0,ByBirth,0,1,152,10,1,0,8,White
1979,1,40.65,1.622,2.557,1,0,1,ByBirth,20,1,990,0,1,1,13,Other
1980,1,19.03,6.445,2.96,1,1,0,ByBirth,232,1,110,0,1,1,5,White
1981,1,17.45,4.619,3.546,1,1,1,ByBirth,21,1,379,10,1,0,8,Other
1982,0,32.85,7.85,1.986,1,0,0,ByOtherMeans,181,1,1268,3,0,1,1,Black
1983,0,46.86,0.617,1.398,1,1,0,ByBirth,0,1,2784,5,1,1,9,Black
1984,1,39.07,0.0,2.699,1,1,1,ByBirth,220,1,841,2,1,1,0,White
1985,1,48.51,0.0,0.768,1,1,1,ByBirth,290,1,62,16,0,1,1,White
1986,1,58.49,0.322,3.96,1,1,1,ByBirth,73,1,1913,0,0,1,7,Black
1987,1,23.12,0.0,0.0,1,1,1,ByBirth,0,1,539,0,1,1,13,Black
1988,1,23.69,9.119,2.628,0,0,0,ByBirth,0,1,1724,0,1,1,7,White
1989,0,51.66,0.0,2.149,1,1,0,ByBirth,0,1,374,0,1,0,11,White
1990,0,16.23,2.013,3.453,0,0,0,ByBirth,311,1,854,2,1,1,4,Asian
1991,1,55.88,0.833,0.232,1,1,0,ByBirth,96,1,16,4,1,1,4,Black
1992,1,21.39,0.0,0.0,1,1,0,ByBirth,500,1,759,0,1,1,6,Black
1993,0,17.53,1.668,0.0,1,0,1,ByBirth,160,1,624,10,1,1,4,Black
1994,0,24.63,6.505,2.281,1,0,1,ByBirth,80,1,0,4,1,0,13,White
1995,1,62.73,0.0,12.621,1,1,0,ByBirth,100,1,0,9,1,1,4,Black
1996,0,13.75,0.0,2.906,1,1,1,ByOtherMeans,0,1,5000,4,0,1,10,White
1997,1,41.88,0.0,4.118,1,0,0,ByBirth,0,1,1958,0,0,1,5,White
1998,1,15.99,0.0,0.0,1,1,1,ByBirth,154,1,3803,17,1,1,9,White
1999,1,20.39,9.324,2.084,1,1,1,ByBirth,320,1,0,0,1,1,2,White
2000,1,59.76,0.0,0.529,1,1,0,ByBirth,80,1,135,19,0,1,7,White
2001,0,17.4,4.232,7.652,1,1,0,ByBirth,49,1,2397,0,1,1,8,Black
2002,0,40.23,6.369,3.855,1,1,1,ByBirth,100,1,41,1,1,1,9,Black
2003,1,20.56,0.425,1.206,1,1,1,ByBirth,400,1,0,7,0,1,9,White
